"","Intervals","Swim Stroke","Lengths","Distance","Time","Cumulative Time","Avg Pace","Best Pace","Avg. Swolf","Avg HR","Max HR","Total Strokes","Avg Strokes","Calories"
"","1.27","Freestyle","1","18","0:22.9","9:43.1","2:07","2:07","33","157","157","10","--","--"
"","1.28","Freestyle","1","18","0:22.5","10:06","2:05","2:05","31","151","154","8","--","--"
"","1.29","Freestyle","1","18","0:20.1","10:26","1:52","1:52","30","147","148","10","--","--"
"","1.30","Freestyle","1","18","0:12.3","10:38","1:08","1:08","17","150","153","5","--","--"
"","1.31","Freestyle","1","18","0:24.8","11:03","2:18","2:18","36","148","154","11","--","--"
"","1.32","Freestyle","1","18","0:28","11:31","2:36","2:36","39","137","139","11","--","--"
"","1.33","Freestyle","1","18","0:19.6","11:50","1:49","1:49","29","147","149","9","--","--"
"","1.34","Freestyle","1","18","0:24.9","12:15","2:19","2:19","35","151","153","10","--","--"
"","1.35","Freestyle","1","18","0:37.6","12:53","3:29","3:29","54","158","162","16","--","--"
"","1.36","Freestyle","1","18","0:22.1","13:15","2:03","2:03","32","154","156","10","--","--"
"","1.37","Freestyle","1","18","0:23.7","13:39","2:12","2:12","35","152","157","11","--","--"
"","1.38","Freestyle","1","18","0:23.2","14:02","2:09","2:09","33","158","160","10","--","--"
"","1.39","Freestyle","1","18","0:19.7","14:21","1:49","1:49","29","159","160","9","--","--"
"","1.40","Freestyle","1","18","0:23.3","14:45","2:10","2:10","32","154","159","9","--","--"
"","1.41","Freestyle","1","18","0:28.5","15:13","2:38","2:38","40","147","150","11","--","--"
"","1.42","Freestyle","1","18","0:23.8","15:37","2:12","2:12","35","145","146","11","--","--"
"","1.43","Freestyle","1","18","0:21.2","15:58","1:58","1:58","31","145","146","10","--","--"
"","1.44","Freestyle","1","18","0:21.1","16:19","1:57","1:57","32","151","156","11","--","--"
"","1.45","Freestyle","1","18","0:21.4","16:41","1:59","1:59","30","157","158","9","--","--"
"","1.46","Freestyle","1","18","0:22.6","17:03","2:05","2:05","34","156","157","11","--","--"
"","1.47","Freestyle","1","18","0:17.7","17:21","1:38","1:38","26","157","160","8","--","--"
"","1.48","Freestyle","1","18","0:26.4","17:47","2:27","2:27","37","165","168","11","--","--"
"","1.49","Freestyle","1","18","0:23.1","18:10","2:09","2:09","33","154","155","10","--","--"
"","1.50","Freestyle","1","18","0:21.4","18:32","1:59","1:59","31","152","153","10","--","--"
"","1.51","Backstroke","1","18","0:14.3","18:46","1:19","1:19","21","153","156","7","--","--"
"","1.52","Freestyle","1","18","0:26.8","19:13","2:29","2:29","38","167","169","11","--","--"
"","1.53","Freestyle","1","18","0:24.1","19:37","2:14","2:14","35","157","165","11","--","--"
"","1.54","Freestyle","1","18","0:22.4","20:00","2:05","2:05","32","161","164","10","--","--"
"","1.55","Backstroke","1","18","0:17.4","20:17","1:37","1:37","25","165","168","8","--","--"
"","1.56","Freestyle","1","18","0:14.1","20:31","1:18","1:18","19","165","168","5","--","--"
"","","Rest","0","0","0:06.6","20:38","0","0","0","164","165","0","0","2"
"","Summary","","56","1,008","20:38","20:38","2:02","1:08","32","142","169","533","10","315"
